PostcodeID;PostCodePK;PostCode;PostcodeNummers;PostcodeLetters;Straat;MinNummer;MaxNummer;Plaats;Gemeente;Provincie
2258;8281CV_1;8281CV;8281;CV;Prins Mauritsstraat;1;10;Genemuiden;Zwartewaterland;Overijssel
2259;5653AS_1;5653AS;5653;AS;Rachmaninowlaan;1;47;Eindhoven;Eindhoven;Noord-Brabant
2260;2151WH_6;2151WH;2151;WH;Zichtweg;6;40;Nieuw-Vennep;Haarlemmermeer;Noord-Holland
2261;3773BL_1;3773BL;3773;BL;Houtwal;1;28;Barneveld;Barneveld;Gelderland
2262;6836GK_3;6836GK;6836;GK;Dr. Joop den Uylsingel;3;39;Arnhem;Arnhem;Gelderland
2263;6043GK_376;6043GK;6043;GK;Bredeweg;376;416;Roermond;Roermond;Limburg
2264;3262CW_1;3262CW;3262;CW;Koetshuis;1;23;Oud-Beijerland;Oud-Beijerland;Zuid-Holland
2265;4491EN_1;4491EN;4491;EN;Oostvoorstraat;1;27;Wissenkerke;Noord-Beveland;Zeeland
2266;2926TJ_1;2926TJ;2926;TJ;Landgoed Nederhoven;1;71;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2267;6717VV_1;6717VV;6717;VV;Jan Voermanstraat;1;14;Ede;Ede;Gelderland
2268;2513AM_1;2513AM;2513;AM;Riviervismarkt;1;5;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2269;1622BX_26;1622BX;1622;BX;Plutohof;26;43;Hoorn;Hoorn;Noord-Holland
2270;9714JM_91;9714JM;9714;JM;Star Numanstraat;91;101;Groningen;Groningen;Groningen
2271;2381VX_1;2381VX;2381;VX;Klaverwydenstraat;1;27;Zoeterwoude;Zoeterwoude;Zuid-Holland
2272;9502EA_1;9502EA;9502;EA;Ceresstraat;1;18;Stadskanaal;Stadskanaal;Groningen
2273;8861JP_2;8861JP;8861;JP;Hermeskade;2;26;Harlingen;Harlingen;Friesland
2274;5216PZ_21;5216PZ;5216;PZ;Sterrebosweg;21;21;'s-Hertogenbosch;'s-Hertogenbosch;Noord-Brabant
2275;1135LE_1;1135LE;1135;LE;Spinnekopmolen;1;20;Edam;Edam-Volendam;Noord-Holland
2276;9781JN_2;9781JN;9781;JN;Schoolstraat;2;38;Bedum;Bedum;Groningen
2277;6174RG_1;6174RG;6174;RG;Fabritiusstraat;1;17;Sweikhuizen;Schinnen;Limburg
2278;2512AW_175;2512AW;2512;AW;Wagenstraat;175;193;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2279;2811BV_47;2811BV;2811;BV;Van Heuven Goedhartstraat;47;61;Reeuwijk;Bodegraven-Reeuwijk;Zuid-Holland
2280;6063NP_2;6063NP;6063;NP;Station;2;24;Vlodrop;Roerdalen;Limburg
2281;5107NV_1;5107NV;5107;NV;Dani+½lsweg;1;7;Dongen;Dongen;Noord-Brabant
2282;5931GC_2;5931GC;5931;GC;Hoogstraat;2;54;Tegelen;Venlo;Limburg
2283;9351RK_100;9351RK;9351;RK;Wethouder Iwe Hutstraat;100;130;Leek;Leek;Groningen
2284;1784CC_113;1784CC;1784;CC;Eemstraat;113;171;Den Helder;Den Helder;Noord-Holland
2285;6461JP_38;6461JP;6461;JP;Schleidenstraat;38;84;Kerkrade;Kerkrade;Limburg
2286;2172DE_2;2172DE;2172;DE;Rembrandtlaan;2;76;Sassenheim;Teylingen;Zuid-Holland
2287;2681JA_1;2681JA;2681;JA;van Brederodestraat;1;21;Monster;Westland;Zuid-Holland
2288;9202TX_237;9202TX;9202;TX;Leidijk;237;259;Drachten;Smallingerland;Friesland
2289;4921EB_1;4921EB;4921;EB;Norbartstraat;1;55;Made;Drimmelen;Noord-Brabant
2290;3841XK_21;3841XK;3841;XK;Burgemeester Numanlaan;21;41;Harderwijk;Harderwijk;Gelderland
2291;9251PB_1;9251PB;9251;PB;De Wylch;1;29;Burgum;Tytsjerksteradiel;Friesland
2292;3245KE_1;3245KE;3245;KE;Langeweg;1;53;Sommelsdijk;Goeree-Overflakkee;Zuid-Holland
2293;2037TE_163;2037TE;2037;TE;Stresemannlaan;163;189;Haarlem;Haarlem;Noord-Holland
2294;9502RP_50;9502RP;9502;RP;Voorstekamp;50;88;Stadskanaal;Stadskanaal;Groningen
2295;3771EH_24;3771EH;3771;EH;Thorbeckelaan;24;38;Barneveld;Barneveld;Gelderland
2296;2987XC_93;2987XC;2987;XC;de la Reijstraat;93;127;Ridderkerk;Ridderkerk;Zuid-Holland
2297;1141JZ_33;1141JZ;1141;JZ;Drevel;33;46;Monnickendam;Waterland;Noord-Holland
2298;7773CB_55;7773CB;7773;CB;Van Kouwenborchstraat;55;93;Hardenberg;Hardenberg;Overijssel
2299;2283JV_48;2283JV;2283;JV;Idenburglaan;48;90;Rijswijk;Rijswijk;Zuid-Holland
2300;6226DR_1;6226DR;6226;DR;Gerbergaplantsoen;1;23;Maastricht;Maastricht;Limburg
2301;5521JS_38;5521JS;5521;JS;Hoolhof;38;56;Eersel;Eersel;Noord-Brabant
2302;5222AD_2;5222AD;5222;AD;Zandzuigerkade;2;18;'s-Hertogenbosch;'s-Hertogenbosch;Noord-Brabant
2303;3532HZ_462;3532HZ;3532;HZ;Vleutenseweg;462;494;Utrecht;Utrecht;Utrecht
2304;8754CM_1;8754CM;8754;CM;Markt;1;35;Makkum;S+¦dwest-Frysl+ón;Friesland
2305;1217ZP_2;1217ZP;1217;ZP;Hetty Blokweg;2;3;Hilversum;Hilversum;Noord-Holland
2306;1107TX_82;1107TX;1107;TX;Sleewijkstraat;82;112;Amsterdam Zuidoost;Amsterdam;Noord-Holland
2307;6836DR_2;6836DR;6836;DR;Ella Fitzgeraldstraat;2;36;Arnhem;Arnhem;Gelderland
2308;8015BL_36;8015BL;8015;BL;Calsstraat;36;68;Zwolle;Zwolle;Overijssel
2309;8043VT_1;8043VT;8043;VT;Tolhekstraat;1;78;Zwolle;Zwolle;Overijssel
2310;4631HV_2;4631HV;4631;HV;Bl+®riotlaan;2;36;Hoogerheide;Woensdrecht;Noord-Brabant
2311;2583DL_55;2583DL;2583;DL;Vissershavenweg;55;69;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2312;7333JH_20;7333JH;7333;JH;Maasstraat;20;50;Apeldoorn;Apeldoorn;Gelderland
2313;2501AA_0;2501AA;2501;AA;Postbus;0;10000;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2314;3897LC_2;3897LC;3897;LC;Lepelaarweg;2;18;Zeewolde;Zeewolde;Flevoland
2315;3816TT_2;3816TT;3816;TT;Otelloplaats;2;32;Amersfoort;Amersfoort;Utrecht
2316;2547JB_75;2547JB;2547;JB;Purmerendstraat;75;129;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2317;7887AW_13;7887AW;7887;AW;De Wildestraat;13;23;Erica;Emmen;Drenthe
2318;7151MP_2;7151MP;7151;MP;Borculoseweg;2;20;Eibergen;Berkelland;Gelderland
2319;9457TA_1;9457TA;9457;TA;Deurze;1;35;Deurze;Aa en Hunze;Drenthe
2320;3813NC_55;3813NC;3813;NC;Sara Burgerhartsingel;55;75;Amersfoort;Amersfoort;Utrecht
2321;7905BN_16;7905BN;7905;BN;Valkenstede;16;30;Hoogeveen;Hoogeveen;Drenthe
2322;9461TG_1;9461TG;9461;TG;Veenhof;1;9;Gieten;Aa en Hunze;Drenthe
2323;4382LT_222;4382LT;4382;LT;Singel;222;254;Vlissingen;Vlissingen;Zeeland
2324;3817BZ_138;3817BZ;3817;BZ;Bisschopsweg;138;174;Amersfoort;Amersfoort;Utrecht
2325;9403SK_1;9403SK;9403;SK;Opaalstoep;1;75;Assen;Assen;Drenthe
2326;2284XG_118;2284XG;2284;XG;Henri ter Hallsingel;118;140;Rijswijk;Rijswijk;Zuid-Holland
2327;2342AZ_123;2342AZ;2342;AZ;Rijnzichtweg;123;185;Oegstgeest;Oegstgeest;Zuid-Holland
2328;2025SB_1;2025SB;2025;SB;P.C. Hooftstraat;1;19;Haarlem;Haarlem;Noord-Holland
2329;5421CJ_4;5421CJ;5421;CJ;Binderseind;4;52;Gemert;Gemert-Bakel;Noord-Brabant
2330;8161HP_1;8161HP;8161;HP;Sternpassage;1;39;Epe;Epe;Gelderland
2331;6096NG_1;6096NG;6096;NG;Nachtegaal;1;3;Grathem;Leudal;Limburg
2332;5730AA_0;5730AA;5730;AA;Postbus;0;10000;Mierlo;Geldrop-Mierlo;Noord-Brabant
2333;6661EK_2;6661EK;6661;EK;Dorpsstraat;2;26;Elst;Overbetuwe;Gelderland
2334;3221AP_2;3221AP;3221;AP;Opzoomerlaan;2;130;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
2335;2691RP_1;2691RP;2691;RP;Oostduinlaan;1;20;'s-Gravenzande;Westland;Zuid-Holland
2336;8612JJ_1;8612JJ;8612;JJ;Klokh+¦sdyk;1;8;Idzega;S+¦dwest-Frysl+ón;Friesland
2337;5344BT_1;5344BT;5344;BT;Ministershof;1;83;Oss;Oss;Noord-Brabant
2338;1705EH_1;1705EH;1705;EH;Schellinkhof;1;20;Heerhugowaard;Heerhugowaard;Noord-Holland
2339;5712JH_2;5712JH;5712;JH;Fellenbeemd;2;44;Someren;Someren;Noord-Brabant
2340;3998NG_2;3998NG;3998;NG;Achterdijk;2;18;Schalkwijk;Houten;Utrecht
2341;6416EG_2;6416EG;6416;EG;Van Lennepstraat;2;29;Heerlen;Heerlen;Limburg
2342;2612CN_50;2612CN;2612;CN;Vrijenbanselaan;50;52;Delft;Delft;Zuid-Holland
2343;6546MG_1140;6546MG;6546;MG;Drieskensacker;1140;1140;Nijmegen;Nijmegen;Gelderland
2344;6155KT_1;6155KT;6155;KT;Julianastraat;1;19;Puth;Schinnen;Limburg
2345;5667HX_22;5667HX;5667;HX;Villapark;22;29;Geldrop;Geldrop-Mierlo;Noord-Brabant
2346;2522JT_167;2522JT;2522;JT;Isingstraat;167;181;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2347;2261XA_1;2261XA;2261;XA;Doornenburg;1;20;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2348;5301AX_2;5301AX;5301;AX;Tolstraat;2;31;Zaltbommel;Zaltbommel;Gelderland
2349;5513AX_1;5513AX;5513;AX;De Nie;1;4;Wintelre;Eersel;Noord-Brabant
2350;1852LE_85;1852LE;1852;LE;De Kloosterhof;85;9903;Heiloo;Heiloo;Noord-Holland
2351;7341PL_30;7341PL;7341;PL;Broeklanderweg;30;41;Beemte Broekland;Apeldoorn;Gelderland
2352;6562BZ_2;6562BZ;6562;BZ;Jan Steenweg;2;32;Groesbeek;Groesbeek;Gelderland
2353;3583TC_2;3583TC;3583;TC;Pieter Saenredamstraat;2;26;Utrecht;Utrecht;Utrecht
2354;9076AP_2;9076AP;9076;AP;Steven Huygenstraat;2;59;St.-Annaparochie;het Bildt;Friesland
2355;5615AG_41;5615AG;5615;AG;Biesterweg;41;69;Eindhoven;Eindhoven;Noord-Brabant
2356;5042RP_1;5042RP;5042;RP;Statenlaan;1;53;Tilburg;Tilburg;Noord-Brabant
2357;7687AD_1;7687AD;7687;AD;Wulpenweg;1;5;Daarlerveen;Hellendoorn;Overijssel
2358;5682HS_2;5682HS;5682;HS;Vogelkers;2;54;Best;Best;Noord-Brabant
2359;1181VC_60;1181VC;1181;VC;Heemraadschapslaan;60;104;Amstelveen;Amstelveen;Noord-Holland
2360;3818DB_25;3818DB;3818;DB;Graaf Adolflaan;25;93;Amersfoort;Amersfoort;Utrecht
2361;6524EN_129;6524EN;6524;EN;St. Annastraat;129;131;Nijmegen;Nijmegen;Gelderland
2362;4051BA_1;4051BA;4051;BA;Nieuwe Dam;1;23;Ochten;Neder-Betuwe;Gelderland
2363;5926PW_2;5926PW;5926;PW;Luuschweg;2;48;Venlo;Venlo;Limburg
2364;9541JA_1;9541JA;9541;JA;Boerhoorn;1;11;Vlagtwedde;Vlagtwedde;Groningen
2365;1834CH_84;1834CH;1834;CH;Bovenweg;84;126;Sint Pancras;Langedijk;Noord-Holland
2366;1035EA_1;1035EA;1035;EA;Standerdmolen;1;24;Amsterdam;Amsterdam;Noord-Holland
2367;2402RV_249;2402RV;2402;RV;Eikenhorst;249;299;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2368;6006TR_2;6006TR;6006;TR;Op den Das;2;14;Weert;Weert;Limburg
2369;3135AK_1;3135AK;3135;AK;van Bleiswijkstraat;1;59;Vlaardingen;Vlaardingen;Zuid-Holland
2370;9203EW_21;9203EW;9203;EW;De Greide;21;41;Drachten;Smallingerland;Friesland
2371;3925MH_1;3925MH;3925;MH;Gooswilligen;1;23;Scherpenzeel;Scherpenzeel;Gelderland
2372;9743KD_38;9743KD;9743;KD;Bloedkoraalstraat;38;72;Groningen;Groningen;Groningen
2373;6374SP_24;6374SP;6374;SP;Burgemeester Beckersstraat;24;58;Landgraaf;Landgraaf;Limburg
2374;4583SX_52;4583SX;4583;SX;Notendijk;52;86;Terhole;Hulst;Zeeland
2375;5043RW_1;5043RW;5043;RW;Klundertplein;1;44;Tilburg;Tilburg;Noord-Brabant
2376;1091BJ_16;1091BJ;1091;BJ;Tilanusstraat;16;22;Amsterdam;Amsterdam;Noord-Holland
2377;3888LW_2;3888LW;3888;LW;Uddelsekampweg;2;118;Uddel;Apeldoorn;Gelderland
2378;4341CN_1;4341CN;4341;CN;Nieuwlandseweg;1;67;Arnemuiden;Middelburg;Zeeland
2379;6983BG_2;6983BG;6983;BG;Molengaarde;2;54;Doesburg;Doesburg;Gelderland
2380;7552MC_1;7552MC;7552;MC;Karel van de Woestijnestraat;1;27;Hengelo;Hengelo;Overijssel
2381;2855AM_1;2855AM;2855;AM;Julianaplein;1;26;Vlist;Vlist;Zuid-Holland
2382;1406RM_2;1406RM;1406;RM;Heidelaan;2;22;Bussum;Bussum;Noord-Holland
2383;5703BA_1;5703BA;5703;BA;Trompstraat;1;35;Helmond;Helmond;Noord-Brabant
2384;3255TG_1;3255TG;3255;TG;'t Getij;1;131;Oude-Tonge;Goeree-Overflakkee;Zuid-Holland
2385;9631TN_202;9631TN;9631;TN;Borgercompagnie;202;224;Borgercompagnie;Veendam;Groningen
2386;5615RE_3;5615RE;5615;RE;Baarsstraat;3;39;Eindhoven;Eindhoven;Noord-Brabant
2387;3813NL_1;3813NL;3813;NL;Brechtje Spiegelerf;1;50;Amersfoort;Amersfoort;Utrecht
2388;7031ZK_27;7031ZK;7031;ZK;van Barneveldlaan;27;55;Wehl;Doetinchem;Gelderland
2389;3544RC_138;3544RC;3544;RC;Klifrakplantsoen;138;214;Utrecht;Utrecht;Utrecht
2390;1701AA_1;1701AA;1701;AA;van Teylingenlaan;1;29;Heerhugowaard;Heerhugowaard;Noord-Holland
2391;2202LA_13;2202LA;2202;LA;Stijntjesduinstraat;13;43;Noordwijk;Noordwijk;Zuid-Holland
2392;2591JL_188;2591JL;2591;JL;Suzannaland;188;214;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2393;1017VG_122;1017VG;1017;VG;Nieuwe Looiersstraat;122;156;Amsterdam;Amsterdam;Noord-Holland
2394;1973VZ_1;1973VZ;1973;VZ;Perseusstraat;1;7;IJmuiden;Velsen;Noord-Holland
2395;7001BZ_3;7001BZ;7001;BZ;Catharinastraat;3;31;Doetinchem;Doetinchem;Gelderland
2396;9718BH_25;9718BH;9718;BH;Hoendiepskade;25;32;Groningen;Groningen;Groningen
2397;7417BM_11;7417BM;7417;BM;Neerstraat;11;29;Deventer;Deventer;Overijssel
2398;8276AT_1;8276AT;8276;AT;Burgemeester Hardenbergweg;1;7;Zalk;Kampen;Overijssel
2399;3850AN_0;3850AN;3850;AN;Postbus;0;10000;Ermelo;Ermelo;Gelderland
2400;7481HK_1;7481HK;7481;HK;Padbree;1;39;Haaksbergen;Haaksbergen;Overijssel
2401;1871PT_1;1871PT;1871;PT;Koogerweg;1;3;Schoorl;Bergen (NH.);Noord-Holland
2402;8330AH_0;8330AH;8330;AH;Postbus;0;10000;Steenwijk;Steenwijkerland;Overijssel
2403;3402BJ_98;3402BJ;3402;BJ;Frankrijkstraat;98;172;IJsselstein;IJsselstein;Utrecht
2404;5258JW_1;5258JW;5258;JW;Mouterij;1;33;Berlicum;Sint-Michielsgestel;Noord-Brabant
2405;9101PL_2;9101PL;9101;PL;Oostergoweg;2;9;Dokkum;Dongeradeel;Friesland
2406;7623MB_2;7623MB;7623;MB;Binnensingel;2;22;Borne;Borne;Overijssel
2407;2512AL_26;2512AL;2512;AL;Gedempte Gracht;26;30;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2408;7522EA_4;7522EA;7522;EA;De Achterhorst;4;70;Enschede;Enschede;Overijssel
2409;9301ZC_2;9301ZC;9301;ZC;Stukken;2;15;Roden;Noordenveld;Drenthe
2410;4196RS_51;4196RS;4196;RS;Meersteeg;51;53;Tricht;Geldermalsen;Gelderland
2411;2718AA_1;2718AA;2718;AA;Groeneweg;1;37;Zoetermeer;Zoetermeer;Zuid-Holland
2412;3273LN_20;3273LN;3273;LN;Stougjesdijk;20;98;Westmaas;Binnenmaas;Zuid-Holland
2413;5142AV_1;5142AV;5142;AV;Mr. van Maanenstraat;1;19;Waalwijk;Waalwijk;Noord-Brabant
2414;5101XA_1;5101XA;5101;XA;Kapucijnenstraat;1;16;Dongen;Dongen;Noord-Brabant
2415;5831NP_2;5831NP;5831;NP;Paapje;2;12;Boxmeer;Boxmeer;Noord-Brabant
2416;1121NG_47;1121NG;1121;NG;van Beekstraat;47;73;Landsmeer;Landsmeer;Noord-Holland
2417;5224AB_49;5224AB;5224;AB;Helftheuvelpassage;49;77;'s-Hertogenbosch;'s-Hertogenbosch;Noord-Brabant
2418;2034BC_3;2034BC;2034;BC;Duitslandlaan;3;40;Haarlem;Haarlem;Noord-Holland
2419;7478XE_1;7478XE;7478;XE;Hidderskamp;1;11;Diepenheim;Hof van Twente;Overijssel
2420;1056TB_81;1056TB;1056;TB;John Franklinstraat;81;91;Amsterdam;Amsterdam;Noord-Holland
2421;2625NB_1;2625NB;2625;NB;Elgarlaan;1;20;Delft;Delft;Zuid-Holland
2422;6537CV_6601;6537CV;6537;CV;Aldenhof;6601;6627;Nijmegen;Nijmegen;Gelderland
2423;1448AW_51;1448AW;1448;AW;Sumatra;51;73;Purmerend;Purmerend;Noord-Holland
2424;5991NJ_1;5991NJ;5991;NJ;Heierhof;1;58;Baarlo;Peel en Maas;Limburg
2425;2513GC_47;2513GC;2513;GC;Vondelstraat;47;47;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2426;8101PK_155;8101PK;8101;PK;Westdorplaan;155;169;Raalte;Raalte;Overijssel
2427;1272GN_2;1272GN;1272;GN;Rembrandtlaan;2;42;Huizen;Huizen;Noord-Holland
2428;5237ND_4;5237ND;5237;ND;Blikmuntstraat;4;4;'s-Hertogenbosch;'s-Hertogenbosch;Noord-Brabant
2429;6665ZH_0;6665ZH;6665;ZH;Postbus;0;10000;Driel;Overbetuwe;Gelderland
2430;6031EH_1;6031EH;6031;EH;Burg. van Udenstraat;1;23;Nederweert;Nederweert;Limburg
2431;9104HK_2;9104HK;9104;HK;Schwartzenbergstrjitte;2;20;Damw+óld;Dantumadiel;Friesland
2432;6994AB_1;6994AB;6994;AB;Hoofdstraat;1;15;De Steeg;Rheden;Gelderland
2433;7523JC_82;7523JC;7523;JC;H.B. Blijdensteinlaan;82;86;Enschede;Enschede;Overijssel
2434;6534XK_19;6534XK;6534;XK;Opaalstraat;19;27;Nijmegen;Nijmegen;Gelderland
2435;2260WB_0;2260WB;2260;WB;Postbus;0;10000;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2436;5571LX_2;5571LX;5571;LX;Weebosch;2;28;Bergeijk;Bergeijk;Noord-Brabant
2437;7242HB_2;7242HB;7242;HB;Prins Constantijnlaan;2;34;Lochem;Lochem;Gelderland
2438;7604CC_1;7604CC;7604;CC;Aalderinkssingel;1;7;Almelo;Almelo;Overijssel
2439;7475PC_2;7475PC;7475;PC;Westerflierweg;2;8;Markelo;Hof van Twente;Overijssel
2440;6826KV_84;6826KV;6826;KV;Cloekplein;84;122;Arnhem;Arnhem;Gelderland
2441;2351EZ_1;2351EZ;2351;EZ;Landje van Spek;1;11;Leiderdorp;Leiderdorp;Zuid-Holland
2442;8471XX_2;8471XX;8471;XX;Woudzoom;2;24;Wolvega;Weststellingwerf;Friesland
2443;3584ZS_187;3584ZS;3584;ZS;Wim Sonneveldlaan;187;241;Utrecht;Utrecht;Utrecht
2444;3931DE_67;3931DE;3931;DE;Laan van Nieuwoord;67;89;Woudenberg;Woudenberg;Utrecht
2445;3135JE_1;3135JE;3135;JE;Julianalaan;1;17;Vlaardingen;Vlaardingen;Zuid-Holland
2446;3311LV_8;3311LV;3311;LV;Waterbeekstraat;8;30;Dordrecht;Dordrecht;Zuid-Holland
2447;7642XK_2;7642XK;7642;XK;De Savornin Lohmanstraat;2;18;Wierden;Wierden;Overijssel
2448;4007RJ_2;4007RJ;4007;RJ;Schilfgaarde;2;34;Tiel;Tiel;Gelderland
2449;3553TJ_20;3553TJ;3553;TJ;Johannes van Andelstraat;20;30;Utrecht;Utrecht;Utrecht
2450;7132DD_1;7132DD;7132;DD;Patrijsstraat;1;59;Lichtenvoorde;Oost Gelre;Gelderland
2451;5087BN_8;5087BN;5087;BN;Molenstraat;8;44;Diessen;Hilvarenbeek;Noord-Brabant
2452;6191CN_2;6191CN;6191;CN;Vondelstraat;2;24;Beek;Beek;Limburg
2453;4233HG_1;4233HG;4233;HG;Liesveldweg;1;67;Ameide;Zederik;Zuid-Holland
2454;8521KR_4;8521KR;8521;KR;Dobbeleane;4;64;Sint Nicolaasga;De Friese Meren;Friesland
2455;5271BN_1;5271BN;5271;BN;Adrianusplein;1;12;Sint-Michielsgestel;Sint-Michielsgestel;Noord-Brabant
2456;6713NH_1;6713NH;6713;NH;Anna van Burenlaan;1;47;Ede;Ede;Gelderland
2457;6218CP_62;6218CP;6218;CP;Reaalruwe;62;80;Maastricht;Maastricht;Limburg
2458;1412CC_1;1412CC;1412;CC;Goeman Borgesiuslaan;1;45;Naarden;Naarden;Noord-Holland
2459;3111JN_1;3111JN;3111;JN;Nieuwstraat;1;47;Schiedam;Schiedam;Zuid-Holland
2460;5991NM_2;5991NM;5991;NM;Heerkampweg;2;4;Baarlo;Peel en Maas;Limburg
2461;4793RP_77;4793RP;4793;RP;Kadedijk;77;97;Fijnaart;Moerdijk;Noord-Brabant
2462;1713CP_2;1713CP;1713;CP;Poelenburg;2;66;Obdam;Koggenland;Noord-Holland
2463;7824VV_2;7824VV;7824;VV;De Dillen;2;28;Emmen;Emmen;Drenthe
2464;8918DM_101;8918DM;8918;DM;Mondriaanstraat;101;127;Leeuwarden;Leeuwarden;Friesland
2465;1231AG_1;1231AG;1231;AG;Pieter de Hooghlaan;1;19;Loosdrecht;Wijdemeren;Noord-Holland
2466;5960NA_0;5960NA;5960;NA;Postbus;0;10000;Horst;Horst aan de Maas;Limburg
2467;3068CV_1;3068CV;3068;CV;Struisgras;1;21;Rotterdam;Rotterdam;Zuid-Holland
2468;5262TA_1;5262TA;5262;TA;Hadewychstraat;1;49;Vught;Vught;Noord-Brabant
2469;1066XR_75;1066XR;1066;XR;Plesmanlaan;75;92;Amsterdam;Amsterdam;Noord-Holland
2470;8081VG_35;8081VG;8081;VG;Lange Wijden;35;79;Elburg;Elburg;Gelderland
2471;7383AH_3;7383AH;7383;AH;Zandstraat;3;14;Voorst;Voorst;Gelderland
2472;6532TK_50;6532TK;6532;TK;Muntweg;50;76;Nijmegen;Nijmegen;Gelderland
2473;3862KE_1;3862KE;3862;KE;Buizerdlaan;1;57;Nijkerk;Nijkerk;Gelderland
2474;3743BD_91;3743BD;3743;BD;Laanstraat;91;121;Baarn;Baarn;Utrecht
2475;3144DD_11;3144DD;3144;DD;Witte Zee;11;11;Maassluis;Maassluis;Zuid-Holland
2476;1689WX_3;1689WX;1689;WX;Rijweg;3;100;Zwaag;Hoorn;Noord-Holland
2477;4142VE_151;4142VE;4142;VE;Patrimoniumstraat;151;185;Leerdam;Leerdam;Zuid-Holland
2478;7559HP_4;7559HP;7559;HP;Botstraat;4;26;Hengelo;Hengelo;Overijssel
2479;7552LX_2;7552LX;7552;LX;Willem Kloosstraat;2;16;Hengelo;Hengelo;Overijssel
2480;3437BA_1;3437BA;3437;BA;Marnix Gijsenhove;1;32;Nieuwegein;Nieuwegein;Utrecht
2481;3297TR_1;3297TR;3297;TR;Tjasker;1;37;Puttershoek;Binnenmaas;Zuid-Holland
2482;5684CR_29;5684CR;5684;CR;Jacob van Wassenaerstr;29;69;Best;Best;Noord-Brabant
2483;3071VD_2;3071VD;3071;VD;Laurierstraat;2;38;Rotterdam;Rotterdam;Zuid-Holland
2484;2544AL_453;2544AL;2544;AL;Meppelweg;453;495;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2485;5981VE_27;5981VE;5981;VE;Dr. Ari+½nsstraat;27;63;Panningen;Peel en Maas;Limburg
2486;2312PG_1;2312PG;2312;PG;Volmolengracht;1;29;Leiden;Leiden;Zuid-Holland
2487;3053WK_4;3053WK;3053;WK;Olijflaan;4;14;Rotterdam;Rotterdam;Zuid-Holland
2488;8303AL_1;8303AL;8303;AL;Marsstraat;1;19;Emmeloord;Noordoostpolder;Flevoland
2489;6814DB_31;6814DB;6814;DB;Sweerts de Landasstraat;31;73;Arnhem;Arnhem;Gelderland
2490;2983AR_139;2983AR;2983;AR;Reijerweg;139;203;Ridderkerk;Ridderkerk;Zuid-Holland
2491;4854ED_3;4854ED;4854;ED;Eekhoorntjeslaar;3;3;Bavel;Breda;Noord-Brabant
2492;1213LG_68;1213LG;1213;LG;Acaciapark;68;86;Hilversum;Hilversum;Noord-Holland
2493;3731XG_8;3731XG;3731;XG;Aeolusweg;8;34;De Bilt;De Bilt;Utrecht
2494;3451BW_35;3451BW;3451;BW;Stationsstraat;35;53;Vleuten;Utrecht;Utrecht
2495;1796PN_86;1796PN;1796;PN;Californi+½weg;86;124;De Koog;Texel;Noord-Holland
2496;7545XD_2;7545XD;7545;XD;Zaaierstraat;2;50;Enschede;Enschede;Overijssel
2497;7448RG_1;7448RG;7448;RG;Meijerinksweg;1;6;Haarle;Hellendoorn;Overijssel
2498;1756TB_2;1756TB;1756;TB;Korte Bosweg;2;26;'t Zand;Schagen;Noord-Holland
2499;2012WD_116;2012WD;2012;WD;Zandvoorter Allee;116;152;Haarlem;Haarlem;Noord-Holland
2500;5237TB_1;5237TB;5237;TB;Schout van Meghenlaan;1;16;'s-Hertogenbosch;'s-Hertogenbosch;Noord-Brabant
2501;1064GM_1;1064GM;1064;GM;Jan Cupidohof;1;4;Amsterdam;Amsterdam;Noord-Holland
2502;2585GT_45;2585GT;2585;GT;Riouwstraat;45;59;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2503;6823KT_37;6823KT;6823;KT;Fazantenweg;37;85;Arnhem;Arnhem;Gelderland
2504;1503WB_1;1503WB;1503;WB;Tjalkstraat;1;109;Zaandam;Zaanstad;Noord-Holland
2505;6865GP_238;6865GP;6865;GP;Richtersweg;238;268;Doorwerth;Renkum;Gelderland
2506;5571MS_36;5571MS;5571;MS;Schutsboom;36;60;Bergeijk;Bergeijk;Noord-Brabant
2507;1343AW_1;1343AW;1343;AW;Meerkoetlaan;1;29;Almere;Almere;Flevoland
2508;4000AA_0;4000AA;4000;AA;Postbus;0;10000;Tiel;Tiel;Gelderland
2509;8051GB_2;8051GB;8051;GB;Achterstraat;2;28;Hattem;Hattem;Gelderland
2510;1947JN_28;1947JN;1947;JN;Spoorsingel;28;80;Beverwijk;Beverwijk;Noord-Holland
